visit_places,rating,visit_place_summary,best_time,state_name,no_of_turist_attration,tokenized_summary
laitlum canyons trek,4.3,perched east khasi hills laitlum canyons less explored one picturesque tourist trekking destinations shillong canyons located 21 kms south shillong halfhour drive away literally translating end hills exotic viewi,,meghalaya,,"['perched', 'east', 'khasi', 'hills', 'laitlum', 'canyons', 'less', 'explored', 'one', 'picturesque', 'tourist', 'trekking', 'destinations', 'shillong', 'canyons', 'located', '21', 'kms', 'south', 'shillong', 'halfhour', 'drive', 'away', 'literally', 'translating', 'end', 'hills', 'exotic', 'viewi']"
wah-kaba falls,,wah kaba falls nestled near cherrapunji meghalaya northeastern india spectacular waterfall renowned dramatic descent towering rockface plummeting approximately 170–190 meters picturesque gorge falls offer breathtaking sight visitors according local le,,meghalaya,,"['wah', 'kaba', 'falls', 'nestled', 'near', 'cherrapunji', 'meghalaya', 'northeastern', 'india', 'spectacular', 'waterfall', 'renowned', 'dramatic', 'descent', 'towering', 'rockface', 'plummeting', 'approximately', '170–190', 'meters', 'picturesque', 'gorge', 'falls', 'offer', 'breathtaking', 'sight', 'visitors', 'according', 'local', 'le']"
ward's lake,4.0,lying centre shillong city wards lake artificial lake surrounded prolific green garden major tourist attraction around entire city planned also known pollocks lake mesmerising lake popular picnic spot amongst locals travellers,,meghalaya,,"['lying', 'centre', 'shillong', 'city', 'wards', 'lake', 'artificial', 'lake', 'surrounded', 'prolific', 'green', 'garden', 'major', 'tourist', 'attraction', 'around', 'entire', 'city', 'planned', 'also', 'known', 'pollocks', 'lake', 'mesmerising', 'lake', 'popular', 'picnic', 'spot', 'amongst', 'locals', 'travellers']"
nongpoh,3.7,nongpoh located 60 kms guwahati assam 51 kms shillong petite town found north east khasi hills situated close gorgeous brahmaputra plains location quite favourite stopover reaching shillong guwahati,throughout the year,meghalaya,6,"['nongpoh', 'located', '60', 'kms', 'guwahati', 'assam', '51', 'kms', 'shillong', 'petite', 'town', 'found', 'north', 'east', 'khasi', 'hills', 'situated', 'close', 'gorgeous', 'brahmaputra', 'plains', 'location', 'quite', 'favourite', 'stopover', 'reaching', 'shillong', 'guwahati']"
balpakram national park,3.9,located southern garo hills meghalaya 167 kms tura balpakram national park lies elevation 3000 feet sea level park famous national park well known pristine beauty word balpakram means land perpetual winds,,meghalaya,,"['located', 'southern', 'garo', 'hills', 'meghalaya', '167', 'kms', 'tura', 'balpakram', 'national', 'park', 'lies', 'elevation', '3000', 'feet', 'sea', 'level', 'park', 'famous', 'national', 'park', 'well', 'known', 'pristine', 'beauty', 'word', 'balpakram', 'means', 'land', 'perpetual', 'winds']"
williamnagar,3.9,williamnagar located 244 kms shillong formed around former town simsanggre based large plains simsang river remote area usually known abundance natural beauty ie flanked mountains rich composition water,october to february,meghalaya,6,"['williamnagar', 'located', '244', 'kms', 'shillong', 'formed', 'around', 'former', 'town', 'simsanggre', 'based', 'large', 'plains', 'simsang', 'river', 'remote', 'area', 'usually', 'known', 'abundance', 'natural', 'beauty', 'ie', 'flanked', 'mountains', 'rich', 'composition', 'water']"
meghalaya state museum,4.0,capt williamson sangma state museum also known meghalaya state museum stands testament rich cultural tapestry meghalayas tribes specifically khasi jaintia garo communities established 1975 named pioneering captain williamson sangma museum,,meghalaya,,"['capt', 'williamson', 'sangma', 'state', 'museum', 'also', 'known', 'meghalaya', 'state', 'museum', 'stands', 'testament', 'rich', 'cultural', 'tapestry', 'meghalayas', 'tribes', 'specifically', 'khasi', 'jaintia', 'garo', 'communities', 'established', '1975', 'named', 'pioneering', 'captain', 'williamson', 'sangma', 'museum']"
baghmara,3.7,situated 287 kms south shillong indobangladesh border baghmara rich flora fauna also boasts many small lakes rivers rolling hills flanked south garo hills fed simsang river minute town host hordes tourists every year balp,october to january,meghalaya,5,"['situated', '287', 'kms', 'south', 'shillong', 'indobangladesh', 'border', 'baghmara', 'rich', 'flora', 'fauna', 'also', 'boasts', 'many', 'small', 'lakes', 'rivers', 'rolling', 'hills', 'flanked', 'south', 'garo', 'hills', 'fed', 'simsang', 'river', 'minute', 'town', 'host', 'hordes', 'tourists', 'every', 'year', 'balp']"
kyllang rock,3.9,78 km away shillong unique giant rock made red granite kyllang rock giant dome placed west khasi hills meghalaya rock 5400 ft sea level width around 1000 ft mammoth block granite part khasi folklore seem,,meghalaya,,"['78', 'km', 'away', 'shillong', 'unique', 'giant', 'rock', 'made', 'red', 'granite', 'kyllang', 'rock', 'giant', 'dome', 'placed', 'west', 'khasi', 'hills', 'meghalaya', 'rock', '5400', 'ft', 'sea', 'level', 'width', 'around', '1000', 'ft', 'mammoth', 'block', 'granite', 'part', 'khasi', 'folklore', 'seem']"
jaintia hills,3.8,part former jaintia kingdom jaintia hills land majestic hills filled rich natural vegetation mineral deposits situated meghalaya part patkai hill range extends across indomyanmar borders relatively smaller hill district compared,march - june,meghalaya,,"['part', 'former', 'jaintia', 'kingdom', 'jaintia', 'hills', 'land', 'majestic', 'hills', 'filled', 'rich', 'natural', 'vegetation', 'mineral', 'deposits', 'situated', 'meghalaya', 'part', 'patkai', 'hill', 'range', 'extends', 'across', 'indomyanmar', 'borders', 'relatively', 'smaller', 'hill', 'district', 'compared']"
garo hills,3.9,nestled near indobangladesh border garo hills form majestic segment patkai hill range extending india myanmar named indigenous garo tribe hills cover approximately 8000 square kilometers boasting lush subtropical forests teeming rare endemic,september - may,meghalaya,,"['nestled', 'near', 'indobangladesh', 'border', 'garo', 'hills', 'form', 'majestic', 'segment', 'patkai', 'hill', 'range', 'extending', 'india', 'myanmar', 'named', 'indigenous', 'garo', 'tribe', 'hills', 'cover', 'approximately', '8000', 'square', 'kilometers', 'boasting', 'lush', 'subtropical', 'forests', 'teeming', 'rare', 'endemic']"
khasi hills,3.8,named khasi tribe meghalaya khasi hills form part garokhasi range component broader patkai hill range spanning indomyanmar border indias northeast characterized deep valleys pointed peaks hills renowned hosting sohra,october - april,meghalaya,,"['named', 'khasi', 'tribe', 'meghalaya', 'khasi', 'hills', 'form', 'part', 'garokhasi', 'range', 'component', 'broader', 'patkai', 'hill', 'range', 'spanning', 'indomyanmar', 'border', 'indias', 'northeast', 'characterized', 'deep', 'valleys', 'pointed', 'peaks', 'hills', 'renowned', 'hosting', 'sohra']"
krem liat prah cave,,located mawsynram krem liat prah also known cave stone khasi stands one meghalayas spectacular natural wonders expansive limestone cave system renowned one longest indian subcontinent offers aweinspiring experience adventurous tra,,meghalaya,,"['located', 'mawsynram', 'krem', 'liat', 'prah', 'also', 'known', 'cave', 'stone', 'khasi', 'stands', 'one', 'meghalayas', 'spectacular', 'natural', 'wonders', 'expansive', 'limestone', 'cave', 'system', 'renowned', 'one', 'longest', 'indian', 'subcontinent', 'offers', 'aweinspiring', 'experience', 'adventurous', 'tra']"
kynrem falls,,located approximately 12 kilometers cherrapunji meghalayas east khasi hills district kynrem falls stands pride thangkharang park 7th highest waterfall meghalaya commands attention threetiered cascades plummeting staggering height 305 meters th,,meghalaya,,"['located', 'approximately', '12', 'kilometers', 'cherrapunji', 'meghalayas', 'east', 'khasi', 'hills', 'district', 'kynrem', 'falls', 'stands', 'pride', 'thangkharang', 'park', '7th', 'highest', 'waterfall', 'meghalaya', 'commands', 'attention', 'threetiered', 'cascades', 'plummeting', 'staggering', 'height', '305', 'meters', 'th']"
arwah cave,,nestled within rugged terrain cherrapunji arwah cave offers captivating glimpse meghalayas geological wonders renowned unique rock formations mystical ambiance cave beckons adventure seekers nature enthusiasts alike entrance reminiscent tales,,meghalaya,,"['nestled', 'within', 'rugged', 'terrain', 'cherrapunji', 'arwah', 'cave', 'offers', 'captivating', 'glimpse', 'meghalayas', 'geological', 'wonders', 'renowned', 'unique', 'rock', 'formations', 'mystical', 'ambiance', 'cave', 'beckons', 'adventure', 'seekers', 'nature', 'enthusiasts', 'alike', 'entrance', 'reminiscent', 'tales']"
tura,3.7,located western part meghalaya administrative headquarters west garo hills district tura ecotourist hub state located 311 kms shillong 219 kms guwahati assam opposed shillong growing highly multicultural tura relat,throughout the year,meghalaya,9,"['located', 'western', 'part', 'meghalaya', 'administrative', 'headquarters', 'west', 'garo', 'hills', 'district', 'tura', 'ecotourist', 'hub', 'state', 'located', '311', 'kms', 'shillong', '219', 'kms', 'guwahati', 'assam', 'opposed', 'shillong', 'growing', 'highly', 'multicultural', 'tura', 'relat']"
david scott trail,4.0,named david scott british officer david scott trail old one popular trekking routes meghalaya 16 kilometres long trek stretches mawphlang lad mawphlang villages known history culture folklore centerstage khasi cu,,meghalaya,,"['named', 'david', 'scott', 'british', 'officer', 'david', 'scott', 'trail', 'old', 'one', 'popular', 'trekking', 'routes', 'meghalaya', '16', 'kilometres', 'long', 'trek', 'stretches', 'mawphlang', 'lad', 'mawphlang', 'villages', 'known', 'history', 'culture', 'folklore', 'centerstage', 'khasi', 'cu']"
don bosco museum,4.0,hailed asias largest museum indigenous cultures bosco museum house beautiful culture tradition north east india conveniently located mawlai area near police bazaar seven storeys rises skyline shillong flaunts 16 la,,meghalaya,,"['hailed', 'asias', 'largest', 'museum', 'indigenous', 'cultures', 'bosco', 'museum', 'house', 'beautiful', 'culture', 'tradition', 'north', 'east', 'india', 'conveniently', 'located', 'mawlai', 'area', 'near', 'police', 'bazaar', 'seven', 'storeys', 'rises', 'skyline', 'shillong', 'flaunts', '16', 'la']"
dainthlen waterfall,3.9,located amidst rugged terrain sohra dainthlen waterfall stands majestic testament natures raw power carving path hard rocks high plateaus descending lush forests aweinspiring cascade holds profound cultural significance khasi tri,,meghalaya,,"['located', 'amidst', 'rugged', 'terrain', 'sohra', 'dainthlen', 'waterfall', 'stands', 'majestic', 'testament', 'natures', 'raw', 'power', 'carving', 'path', 'hard', 'rocks', 'high', 'plateaus', 'descending', 'lush', 'forests', 'aweinspiring', 'cascade', 'holds', 'profound', 'cultural', 'significance', 'khasi', 'tri']"
khasi monoliths,3.9,khasi monoliths ancient stone formations scattered across jaintia hills meghalaya india serve memorials deceased kings warriors elders khasi community featuring cryptic symbols weathered surfaces largest concentration monoliths found,,meghalaya,,"['khasi', 'monoliths', 'ancient', 'stone', 'formations', 'scattered', 'across', 'jaintia', 'hills', 'meghalaya', 'india', 'serve', 'memorials', 'deceased', 'kings', 'warriors', 'elders', 'khasi', 'community', 'featuring', 'cryptic', 'symbols', 'weathered', 'surfaces', 'largest', 'concentration', 'monoliths', 'found']"
lady hydari park,3.8,located conveniently laban area shillong popular lady hydari park named first lady state wife governor assam lady hydari first thing catches eye set foot park built form japanese style garden,,meghalaya,,"['located', 'conveniently', 'laban', 'area', 'shillong', 'popular', 'lady', 'hydari', 'park', 'named', 'first', 'lady', 'state', 'wife', 'governor', 'assam', 'lady', 'hydari', 'first', 'thing', 'catches', 'eye', 'set', 'foot', 'park', 'built', 'form', 'japanese', 'style', 'garden']"
aizawl,4.2,lying height 1132 sea level aizawl quaint city capital state mizoram northeast india primarily dominated mizo tribe aizawl surrounding areas lush rolling hills abundant greenery city along majority state,throughout the year,mizoram,15,"['lying', 'height', '1132', 'sea', 'level', 'aizawl', 'quaint', 'city', 'capital', 'state', 'mizoram', 'northeast', 'india', 'primarily', 'dominated', 'mizo', 'tribe', 'aizawl', 'surrounding', 'areas', 'lush', 'rolling', 'hills', 'abundant', 'greenery', 'city', 'along', 'majority', 'state']"
serchhip,3.8,famous district highest literacy rate india serchhip mizoram place provide unique vibrant experience,throughout the year,mizoram,4,"['famous', 'district', 'highest', 'literacy', 'rate', 'india', 'serchhip', 'mizoram', 'place', 'provide', 'unique', 'vibrant', 'experience']"
lunglei,3.6,literally meaning bridge rock lunglei famous scenic beauty natural setting small town located around 170 km south aizawl whose name derived bridge shaped rock found along nghasih tributary river tlawng lunglei ideal offbeat des,october to june,mizoram,2,"['literally', 'meaning', 'bridge', 'rock', 'lunglei', 'famous', 'scenic', 'beauty', 'natural', 'setting', 'small', 'town', 'located', 'around', '170', 'km', 'south', 'aizawl', 'whose', 'name', 'derived', 'bridge', 'shaped', 'rock', 'found', 'along', 'nghasih', 'tributary', 'river', 'tlawng', 'lunglei', 'ideal', 'offbeat', 'des']"
champhai,3.4,town champhai eastern border mizoram close indomyanmar border administrative headquarters champhai district located distance 188 kms capital aizawl strategically commercially important state mizoram well fo,october to june,mizoram,3,"['town', 'champhai', 'eastern', 'border', 'mizoram', 'close', 'indomyanmar', 'border', 'administrative', 'headquarters', 'champhai', 'district', 'located', 'distance', '188', 'kms', 'capital', 'aizawl', 'strategically', 'commercially', 'important', 'state', 'mizoram', 'well', 'fo']"
mamit,2.8,mamit district fourth largest district state mizoram town mamit administrative headquarters district located around 95 kms aizawl west known exquisite scenic locales magnificence dont miss add place itinerary,november to march,mizoram,6,"['mamit', 'district', 'fourth', 'largest', 'district', 'state', 'mizoram', 'town', 'mamit', 'administrative', 'headquarters', 'district', 'located', 'around', '95', 'kms', 'aizawl', 'west', 'known', 'exquisite', 'scenic', 'locales', 'magnificence', 'dont', 'miss', 'add', 'place', 'itinerary']"
