visiting_places,visiting_places_rating,distance_from_city_center,cities_name,city_rating,city_type,city_visit_time,no_of_tourist_attration,states_name,state_categories,state_visit_time
velas turtle festival,3.57,200.0,ratnagiri,4.6,beach type,autumn_to_winter,29.0,maharashtra,commercial_and_technological_state,monsoon
maa majhighariani temple,3.57,15.0,rayagada,5.0,beach type,autumn_to_winter,7.0,odisha,spiritual_and_historical_state,winter
hanging bridge in chekaguda,3.57,3.0,rayagada,5.0,beach type,autumn_to_winter,7.0,odisha,spiritual_and_historical_state,winter
chatikona falls,3.57,40.0,rayagada,5.0,beach type,autumn_to_winter,7.0,odisha,spiritual_and_historical_state,winter
hatipathar,3.57,3.0,rayagada,5.0,beach type,autumn_to_winter,7.0,odisha,spiritual_and_historical_state,winter
"minajhola, gudari",3.57,134.0,rayagada,5.0,beach type,autumn_to_winter,7.0,odisha,spiritual_and_historical_state,winter
laxminarayan temple,3.57,25.0,rayagada,5.0,beach type,autumn_to_winter,7.0,odisha,spiritual_and_historical_state,winter
kenduguda dam,3.57,54.0,rayagada,5.0,beach type,autumn_to_winter,7.0,odisha,spiritual_and_historical_state,winter
bagara,3.3,13.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
kolab hydro electric power reservoir and botanical garden,3.3,9.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
sunabeda,3.5,31.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
gupteshwar caves,3.0,43.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
shakti waterfalls.,3.0,4.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
duduma waterfalls,3.0,40.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
jeypore palace,3.0,1.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
patraput bridge,3.0,12.0,jeypore,5.0,beach type,autumn_to_winter,8.0,odisha,spiritual_and_historical_state,winter
golden temple,4.5,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
wagah border,4.4,28.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
jallianwala bagh,4.4,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
partition museum,3.9,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
maharaja ranjit singh museum,3.3,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
harike wetland,3.57,60.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
akal takht,3.57,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gobindgarh fort,3.57,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
durgiana temple,3.57,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
khalsa college,3.57,3.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
mata lal devi temple,3.57,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
guru ke mahal,3.3,5.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gurudwara chheharta sahib,3.57,8.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
hall bazaar amritsar,3.3,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gurudwara mata kaulan,3.3,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
dukh bhanjani ber tree,3.57,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gurudwara bibeksar sahib,3.3,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
khair-ud-din masjid,3.3,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
goindwal baoli,3.57,40.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gurudwara bir baba budha sahib,3.57,0.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
tarn taran sahib,3.57,21.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
shri ram tirth temple,3.57,12.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
punjab state war heroes memorial and museum,3.57,9.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
pul kanjari,3.57,30.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
bathinda fort,3.57,1.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gurudwara baba atal rai,3.57,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
iskcon temple,3.57,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
sun city,3.57,4.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
rainbow resorts water park,3.57,18.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
thunderzone amusement and water park,3.57,4.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
bliss aqua world,3.57,18.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gurudwara baba deep singh ji,3.57,2.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
gurudwara goindwal sahib,3.57,40.0,amritsar,4.7,spiritual type,autumn_to_winter,34.0,punjab,cultural_and_heritage_state,winter
sukhna lake,4.5,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
sukhna lake,4.5,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
rock garden of chandigarh,4.6,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
rock garden of chandigarh,4.6,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
elante mall,4.3,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
elante mall,4.3,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
rose garden,4.2,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
rose garden,4.2,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
mahendra chaudhary zoological park,3.57,14.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
mahendra chaudhary zoological park,3.57,14.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
sector 17 market,3.57,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
sector 17 market,3.57,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
japanese garden,3.57,3.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
japanese garden,3.57,3.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
government museum and art gallery,4.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
government museum and art gallery,4.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
international dolls museum,4.0,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
international dolls museum,4.0,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
capitol complex,4.5,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
capitol complex,4.5,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
fun city waterpark,4.3,7.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
fun city waterpark,4.3,7.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
pinjore gardens,4.5,14.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
pinjore gardens,4.5,14.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
garden of silence,4.2,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
garden of silence,4.2,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
musical fountain show sector 17,3.57,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
musical fountain show sector 17,3.57,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
iskcon chandigarh,3.57,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
iskcon chandigarh,3.57,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
tank monument,3.57,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
tank monument,3.57,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
open hand monument,3.57,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
open hand monument,3.57,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
terraced garden,4.1,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
terraced garden,4.1,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
"mansa devi temple, panchkula",4.0,8.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
"mansa devi temple, panchkula",4.0,8.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
garden of fragrance,3.7,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
garden of fragrance,3.7,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
thunder zone,4.0,13.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
thunder zone,4.0,13.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
museum of the evolution of life,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
museum of the evolution of life,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
le corbusier centre,3.57,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
le corbusier centre,3.57,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
fateh burj,3.6,11.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
fateh burj,3.6,11.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
"cactus garden, chandigarh",3.57,8.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
"cactus garden, chandigarh",3.57,8.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
aqua village,4.7,25.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
aqua village,4.7,25.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
the natural history museum,3.57,44.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
the natural history museum,3.57,44.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
leisure valley,4.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
leisure valley,4.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
butterfly park,3.57,3.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
butterfly park,3.57,3.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
"botanical garden, chandigarh",4.1,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
"botanical garden, chandigarh",4.1,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
"shanti kunj, chandigarh",3.5,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
"shanti kunj, chandigarh",3.5,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
children traffic park,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
children traffic park,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
bougainvillea garden,3.3,3.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
bougainvillea garden,3.3,3.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
nangal wetlands,3.5,82.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
nangal wetlands,3.5,82.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
punjab kala bhawan,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
punjab kala bhawan,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
hibiscus garden,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
hibiscus garden,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
forest reserves,3.2,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
forest reserves,3.2,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
topiary park,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
topiary park,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
fitness trails,3.2,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
fitness trails,3.2,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
national gallery of portraits,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
national gallery of portraits,3.2,2.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
garden of palms,3.57,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
garden of palms,3.57,4.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
city bird wildlife sanctuary,3.57,46.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
city bird wildlife sanctuary,3.57,46.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
kalagram,3.9,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
kalagram,3.9,5.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
mohali cricket stadium,3.57,6.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
mohali cricket stadium,3.57,6.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
tagore theater,3.57,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
tagore theater,3.57,1.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
dt mall,3.57,6.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
dt mall,3.57,6.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
sukhna wildlife sanctuary,3.57,42.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
sukhna wildlife sanctuary,3.57,42.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
paras downtown square,3.57,9.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,haryana,cultural_and_heritage_state,winter
paras downtown square,3.57,9.0,chandigarh,4.1,nature type,autumn_to_winter,51.0,punjab,cultural_and_heritage_state,winter
lodhi fort,3.3,56.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
maharaja ranjit singh war museum,3.0,7.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
pavillion mall,3.6,2.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
rakh bagh park,3.4,2.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
hardy's world amusement park,3.4,10.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
gurdwara charankanwal sahib machhiwara,3.3,34.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
rural olympics at qila raipur,4.0,27.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
bhir,3.0,23.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
nehru rose garden,3.5,3.0,ludhiana,4.0,historical type,autumn_to_summer,14.0,punjab,cultural_and_heritage_state,winter
