visit_places,rating,city_names,visit_place_summary
33. Bhimashankar Trek,"3.5
 /5","69 km  from city center 
 
 33 out of 104 Places To Visit in Mumbai","Located in the beautiful expanses of the Western Ghats, the Bhimashankar Trek takes you through the thickets of the Bhimashankar jungles right up to the temple. Bhimashankar is located in the village Bhorgiri in the ghat region of the Sahyadri range."
34. Jehangir Art Gallery,"3.8
 /5","17 km  from city center 
 
 34 out of 104 Places To Visit in Mumbai","The Jehangir Art Gallery, an art gallery in Mumbai, was founded by Sir Cowasji Jehangir at the request of K K Hebbar and Homi Bhabha. It was built in 1952. Managed by the Committee of Management, the entire cost of this mansion was donated by Cowasji Jehangir.This gallery is placed at Kala Ghoda, behind the Prince of Wales Museum, in South Mumbai near the Gateway of India, and has four exhibition halls. The gallery was designed by GM Bhuta for GM Bhuta and Associates."
35. Naneghat,"3.5
 /5","88 km  from city center 
 
 35 out of 104 Places To Visit in Mumbai","Situated at a height of 2,600 feet, Naneghat is a mountain pass through the Sahyadri Mountain Range in Maharashtra that connects the Konkan sea coast with the old town of Junnar in the Deccan. Once an important corridor link through the Ghatghar forest between the coastal region and the important towns inland, Naneghat is now a loved and much-frequented route for the trekkers and explorers. Boasting the trademark beauty of lush greens amidst patches of dusty terrain, typical to this region, Naneghat is a treat to the eyes, to the soul and to the nature-loving, adventure-seeking mind."
36. Haji Malang Dargah and Trek,"3.5
 /5","31 km  from city center 
 
 36 out of 104 Places To Visit in Mumbai","Sri Malang gad is a fort near Kalyan in the Raigad district of Maharashtra. It is known popularly as Haji Malang, which is one of the most famous among the three sufi shrines located on the hill. The structure of the fort is three-storeyed, and each tier has a specific name."
37. Mahuli Trek,"3.5
 /5","60 km  from city center 
 
 37 out of 104 Places To Visit in Mumbai","Mahuli is a hill fort in Maharashtra. Located in the district of Thane, the peak of the fort rises to an elevation of 2700 feet from the ground. The summit is actually a collection of 2-3 hills, all having typical names."
38. Jivdhan Trek,"3.5
 /5","88 km  from city center 
 
 38 out of 104 Places To Visit in Mumbai","Jivdhan is a hill fort in the state of Maharashtra. It is a part of the 'famous five' fort in the Sahyadri mountain range. The other forts which are a part of the famous five include Naneghat, Shivneri, Chavand and Hadsar."
"39. Jama Masjid, Mumbai","3.5
 /5","17 km  from city center 
 
 39 out of 104 Places To Visit in Mumbai","The Jama Masjid, popularly known as Friday Mosque, is the oldest mosque that Mumbai houses. A popular place of pilgrimage, it boasts of beautiful and intricate carvings, breathtaking artworks and the fascinating 'sangemarmar' stonework and has an interesting history attached to it."
40. Mahipatagad Trek,"3.5
 /5",40 out of 104 Places To Visit in Mumbai,"Mahipatagad is a hill fort in the state of Maharashtra. Mahipatagad is a twin fort of Rasalgad, located in the Ratnagiri district. It is famous for its six entrance door or 'Darwazas' but most of them have crumbled down. There is Shiva temple at the top."
41. Mount Mary Church,"3.0
 /5","7 km  from city center 
 
 41 out of 104 Places To Visit in Mumbai","The Basilica of Our Lady of the Mount is commonly called as the Mount Mary Church by the locals. Thousands of people of all faiths visit this church to attain peace and tranquillity in the caress of Mount Mary. The basilica is a truly grand, yet humble edifice made from nothing but stone."
42. Gorai Beach,"3.0
 /5","21 km  from city center 
 
 42 out of 104 Places To Visit in Mumbai","Located in the north suburb of Mumbai, 40 kms from the main city, Gorai Beach is one the cleanest, most tranquil and one of the most frequented beaches of Mumbai. Located near Bhayandar, on the Gorai Creek, the soothing calmness of this beach bordering the Arabian Sea, makes for a perfect leisure weekend vacation."
43. Madh Island,"3.0
 /5","12 km  from city center 
 
 43 out of 104 Places To Visit in Mumbai","Home to umpteen villages, farmlands and surreal vistas, is the locale of Madh Island in Mumbai. Clustered with quaint fisher villages and dotted with lush green farms, Madh Island is a respite from the glitterati and dazzling environs of the city and can be reached by an hour’s drive from the main city."
44. Marve Beach,"3.0
 /5","16 km  from city center 
 
 44 out of 104 Places To Visit in Mumbai","Away from the industrial pollution and the chaotic city life, Marve Beach is situated in Malad, in the western suburbs of Mumbai. Due to the strong tides and currents, it is generally not recommended to swim in the sea waters or even to step aside post evening hours."
45. Versova Beach,"3.0
 /5","8 km  from city center 
 
 45 out of 104 Places To Visit in Mumbai","A continuation of Juhu Beach towards the Andheri suburbs, Versova Beach is comparatively less crowded and only separated by a creek from the former beach. Versova is essentially a fishing village inhabited by Kolis (fisherfolks) situated in the vicinity of the beach, and is a hotbed for fish trade."
46. Dadar Chowpatty Beach,"3.0
 /5","7 km  from city center 
 
 46 out of 104 Places To Visit in Mumbai","As the name suggests, Dadar Chowpatty Beach is situated in the Dadar suburbs of Mumbai. Majorly popular for the giant view of the Bandra Worli Sea Link bridge, this beach is customarily used for jogging and watching beautiful sunsets."
47. Aksa Beach,"3.0
 /5","14 km  from city center 
 
 47 out of 104 Places To Visit in Mumbai","Located a little on the outskirts of the city in Malad, Aksa Beach is an unparalleled oasis for a rejuvenating retreat from the hustle bustle of the city traffic. The mesmerising coastline is one of the longest in the city and offers an extremely vivid and surreal panorama of the merging horizon ahead."
48. Kalamb Beach,"3.0
 /5","38 km  from city center 
 
 48 out of 104 Places To Visit in Mumbai","Located in Nalasopara in Thane district of Maharashtra, is the really long and secluded Kalamb Beach. A paradise away from the din of the city, the beach is beautiful owing to its tranquility, serenity and an altogether mesmerising panorama."
49. Worli Sea Face,"3.0
 /5","10 km  from city center 
 
 49 out of 104 Places To Visit in Mumbai","The exuberant promenade with lashing waves and gushing waters of the Arabian Sea, situated in Worli, Mumbai is popularly called Worli Sea Face. Home to the rich and affluent residential colonies, the posh locale is also a major business district."
50. Uran,"3.0
 /5","23 km  from city center 
 
 50 out of 104 Places To Visit in Mumbai","Situated at the end of Navi Mumbai, Uran lies in the Konkan division between Panvel and Karjat. Primarily a tiny fishing and agriculture village, Uran has several beaches to its attribute- the most popular of which are Pirvad, Mankeshwar and ONGC. Surrounded by water bodies on three sides, the village is just attached to the land from the side of Raigarh district. Pirvad is the most frequented beach, with plenty of tourists visiting it every day, Mankeshwar is considered to be a religious beach owing to the grand temple of Lord Shiva situated at the seaside itself. Whereas ONGC is popular for housing the gas plant at the beach."
51. Bandstand,"3.0
 /5","5 km  from city center 
 
 51 out of 104 Places To Visit in Mumbai","Bandstand or Bandstand Promenade is the immaculate promenade in the queen suburbs of Bandra in Mumbai. Also known as Bandra Bandstand, it boasts of a joggers’ strip and a park in addition to being a happening hangout spot."
52. Carter Road,"3.0
 /5","6 km  from city center 
 
 52 out of 104 Places To Visit in Mumbai","Situated next to Bandstand Promenade just next to Bandra, Carter Road is one of the most happening and popular hangout places among the Mumbaikars. The locale is a haven for foodies owing to its bazillion food options from the umpteen eateries situated on the sidewalk."
1. Shaniwar Wada,"4.3
 /5","0 km  from city center 
 
 1 out of 83 Places To Visit in Pune","Standing tall in its full glory, Shaniwar Wada was once a stately mansion. Built as a dwelling for Peshwas, its foundation was laid by Bajirao I in year 1730 AD. Today it gives a chance to peak into its great past."
2. Aga Khan Palace,"4.4
 /5","6 km  from city center 
 
 2 out of 83 Places To Visit in Pune","Aga Khan Palace is well known both for its architectural excellence as well as its historical significance. Spread over a vast land of 19 acres, the palace is now the headquarters of the Gandhi National memorial society. Here, making khadi is still one of the prime activities."
3. Osho Ashram,"4.2
 /5","4 km  from city center 
 
 3 out of 83 Places To Visit in Pune","The Ashram is a tranquil place which brings you to you own centers of peace, meditation & oneness. The ideologies of Osho also can be found here."
4. Katraj Snake Park,"4.2
 /5","7 km  from city center 
 
 4 out of 83 Places To Visit in Pune",It has a temple and many rare species of snakes. A brown Palm Civet & a King Cobra are its main attractions. One can also chance upon birds & turtles in the area
5. Sinhagad Fort,,"20 km  from city center 
 
 5 out of 83 Places To Visit in Pune","Located around 36 kms southwest of the city of Pune, Sinhagad Fort is built atop a cliff on the Bhuleshwar range of the Sahyadris. Literally translating to ""Fort of the Lion"", Sinhagad Fort boasts of a rich history. It was initially occupied by the Mughals until it came to be possessed by the Marathas. Lately, it has become a popular source of tourism and is especially popular among trekkers and adventure enthusiasts."
6. Durg Dhakoba Trek,"3.5
 /5","81 km  from city center 
 
 6 out of 83 Places To Visit in Pune","Durg and Dhakoba popular are peaks in the plateau between Naneghat and Bhimashankar hill ranges near Pune district. Full of revitalizing greenery and lush thick forests, this trek will succeed in taking from the noise and stress of living in a city and will became your favorite escape to a destination full of peace and tranquility."
