visit_places,rating,city_names,visit_place_summary,distance_from_city_center,tokenized_summary
payyoli,4.2,kozhikode,located 36 km north kozhikode renowned hometown famous athlete p usha quaint village payyoli village first recognised vasco da gama famous portuguese traveller discovered sea route india arrived kappad beach 21 km payyoli entire village cradled laps nature blessed scenic beauty like nowhere else,33,"['located', '36', 'km', 'north', 'kozhikode', 'renowned', 'hometown', 'famous', 'athlete', 'p', 'usha', 'quaint', 'village', 'payyoli', 'village', 'first', 'recognised', 'vasco', 'da', 'gama', 'famous', 'portuguese', 'traveller', 'discovered', 'sea', 'route', 'india', 'arrived', 'kappad', 'beach', '21', 'km', 'payyoli', 'entire', 'village', 'cradled', 'laps', 'nature', 'blessed', 'scenic', 'beauty', 'like', 'nowhere', 'else']"
elathur,3.9,kozhikode,elathur charming village kozhikode uniquely nestled serene lake flowing river offering peaceful retreat nature known idyllic surroundings also seafood enthusiasts serving freshest seafood freshwater fish visitors enjoy traditional toddy alongside meals enhancing coastal experience,10,"['elathur', 'charming', 'village', 'kozhikode', 'uniquely', 'nestled', 'serene', 'lake', 'flowing', 'river', 'offering', 'peaceful', 'retreat', 'nature', 'known', 'idyllic', 'surroundings', 'also', 'seafood', 'enthusiasts', 'serving', 'freshest', 'seafood', 'freshwater', 'fish', 'visitors', 'enjoy', 'traditional', 'toddy', 'alongside', 'meals', 'enhancing', 'coastal', 'experience']"
hilite mall,,kozhikode,located palazhi bypass malabar region kozhikode hilite mall largest mall north kerala second largest state amongst biggest malls country gigantic shopping complex sprawls huge area 1400000 square feet 130000 m2,6,"['located', 'palazhi', 'bypass', 'malabar', 'region', 'kozhikode', 'hilite', 'mall', 'largest', 'mall', 'north', 'kerala', 'second', 'largest', 'state', 'amongst', 'biggest', 'malls', 'country', 'gigantic', 'shopping', 'complex', 'sprawls', 'huge', 'area', '1400000', 'square', 'feet', '130000', 'm2']"
lion's park,3.9,kozhikode,lions park kozhikode popular amusement park children located next lighthouse kozhikode beach features variety exciting rides provide entertainment young visitors offering stunning views arabian sea park especially known picturesque sunsets making ideal spot families relax enjoy coastal beauty,1,"['lions', 'park', 'kozhikode', 'popular', 'amusement', 'park', 'children', 'located', 'next', 'lighthouse', 'kozhikode', 'beach', 'features', 'variety', 'exciting', 'rides', 'provide', 'entertainment', 'young', 'visitors', 'offering', 'stunning', 'views', 'arabian', 'sea', 'park', 'especially', 'known', 'picturesque', 'sunsets', 'making', 'ideal', 'spot', 'families', 'relax', 'enjoy', 'coastal', 'beauty']"
lokanarkavu temple,4.0,kozhikode,situated memunda kozhikode district kerala lokanarkavu temple revered hindu temple ancient heritage site name lokanarkavu derivation malayalam word lokamalayarkavu lokam meaning world mala meaning mountain kavu meaning grove,42,"['situated', 'memunda', 'kozhikode', 'district', 'kerala', 'lokanarkavu', 'temple', 'revered', 'hindu', 'temple', 'ancient', 'heritage', 'site', 'name', 'lokanarkavu', 'derivation', 'malayalam', 'word', 'lokamalayarkavu', 'lokam', 'meaning', 'world', 'mala', 'meaning', 'mountain', 'kavu', 'meaning', 'grove']"
valayanad temple,,kozhikode,situated valayanad near kozhikode sree valayanad devi temple dedicated goddess bhagvathy goddess parvathy believed built 14th century zamorins temple unique architecture different plenty aspects devi temples area,3,"['situated', 'valayanad', 'near', 'kozhikode', 'sree', 'valayanad', 'devi', 'temple', 'dedicated', 'goddess', 'bhagvathy', 'goddess', 'parvathy', 'believed', 'built', '14th', 'century', 'zamorins', 'temple', 'unique', 'architecture', 'different', 'plenty', 'aspects', 'devi', 'temples', 'area']"
azhakodi devi temple,,kozhikode,situated heart kozhikode city thiruthiyadu azhakodi devi temple also known azhakodi devi mahashekthram one ancient renowned devi temples presiding deity ‘ bhadrakali ’ poses calm disposition,1,"['situated', 'heart', 'kozhikode', 'city', 'thiruthiyadu', 'azhakodi', 'devi', 'temple', 'also', 'known', 'azhakodi', 'devi', 'mahashekthram', 'one', 'ancient', 'renowned', 'devi', 'temples', 'presiding', 'deity', '‘', 'bhadrakali', '’', 'poses', 'calm', 'disposition']"
kakkadampoyil,,kozhikode,kakkadampoyil small village located kozhikode district kerala situated distance 48 km calicut city elevation 2000 feet kakkadampoyil one coolest tourist destinations malabar region,36,"['kakkadampoyil', 'small', 'village', 'located', 'kozhikode', 'district', 'kerala', 'situated', 'distance', '48', 'km', 'calicut', 'city', 'elevation', '2000', 'feet', 'kakkadampoyil', 'one', 'coolest', 'tourist', 'destinations', 'malabar', 'region']"
peruvannamuzhi dam,3.8,kozhikode,situated 60 km kozhikode peruvannamuzhi dam beautiful place surrounded verdant greenery reservoir offers speed boat row boat ride across smaraka thottam garden built memory freedom fighters region also crocodile farm bird sanctuary located close dam wildlife lovers,35,"['situated', '60', 'km', 'kozhikode', 'peruvannamuzhi', 'dam', 'beautiful', 'place', 'surrounded', 'verdant', 'greenery', 'reservoir', 'offers', 'speed', 'boat', 'row', 'boat', 'ride', 'across', 'smaraka', 'thottam', 'garden', 'built', 'memory', 'freedom', 'fighters', 'region', 'also', 'crocodile', 'farm', 'bird', 'sanctuary', 'located', 'close', 'dam', 'wildlife', 'lovers']"
deepanjali lamp museum,,kozhikode,deepanjali lamp museum possibly lamp museum india located puthiyangadi kozhikode museum houses extensive collection lamps dating back 19th century including primitive brass lamps wick lamps indian heritage lamps gas lamps cart lamps etc,5,"['deepanjali', 'lamp', 'museum', 'possibly', 'lamp', 'museum', 'india', 'located', 'puthiyangadi', 'kozhikode', 'museum', 'houses', 'extensive', 'collection', 'lamps', 'dating', 'back', '19th', 'century', 'including', 'primitive', 'brass', 'lamps', 'wick', 'lamps', 'indian', 'heritage', 'lamps', 'gas', 'lamps', 'cart', 'lamps', 'etc']"
kallai river,4.0,kozhikode,kallai river kozhikode historically significant role timber trade hub secondlargest timber trading center asia japan flowing heart kozhikode river lined sawmills timber yards peak,3,"['kallai', 'river', 'kozhikode', 'historically', 'significant', 'role', 'timber', 'trade', 'hub', 'secondlargest', 'timber', 'trading', 'center', 'asia', 'japan', 'flowing', 'heart', 'kozhikode', 'river', 'lined', 'sawmills', 'timber', 'yards', 'peak']"
kirtads,,kozhikode,lying 7 km kozhikode kerala institute research training development scheduled castes scheduled tribes museum chronicles tribal lives kerala exhibits tools devices used tribal communities good library books anthropology sociology,4,"['lying', '7', 'km', 'kozhikode', 'kerala', 'institute', 'research', 'training', 'development', 'scheduled', 'castes', 'scheduled', 'tribes', 'museum', 'chronicles', 'tribal', 'lives', 'kerala', 'exhibits', 'tools', 'devices', 'used', 'tribal', 'communities', 'good', 'library', 'books', 'anthropology', 'sociology']"
thikkoti light house,3.8,kozhikode,thikkoti lighthouse situated rocky shores kozhikode prominent attraction said built remains shipwreck offers stunning views arabian sea making popular spot photography sightseeing lighthouse also birdwatchers various species migratory birds frequent area,31,"['thikkoti', 'lighthouse', 'situated', 'rocky', 'shores', 'kozhikode', 'prominent', 'attraction', 'said', 'built', 'remains', 'shipwreck', 'offers', 'stunning', 'views', 'arabian', 'sea', 'making', 'popular', 'spot', 'photography', 'sightseeing', 'lighthouse', 'also', 'birdwatchers', 'various', 'species', 'migratory', 'birds', 'frequent', 'area']"
kakkayam,4.0,kozhikode,dam site located kozhikode kerala state surrounded lush greenery distance 15 km kakkayam bus stop forest office top need take permission official authories going ahead cameras allowed near dam area orakkuzhi water fall located dam near dam location different animals including elephants seen,34,"['dam', 'site', 'located', 'kozhikode', 'kerala', 'state', 'surrounded', 'lush', 'greenery', 'distance', '15', 'km', 'kakkayam', 'bus', 'stop', 'forest', 'office', 'top', 'need', 'take', 'permission', 'official', 'authories', 'going', 'ahead', 'cameras', 'allowed', 'near', 'dam', 'area', 'orakkuzhi', 'water', 'fall', 'located', 'dam', 'near', 'dam', 'location', 'different', 'animals', 'including', 'elephants', 'seen']"
mananchira square,3.6,kozhikode,fed natural shower mananchira manmade freshwater pond surrounding astounded complex mananchira square pond built around 14th century bathing pool feudal ruler kozhikode zamorin mana vikrama whereas mananchira square opened 1994 previously square known manachira maidan famous football,1,"['fed', 'natural', 'shower', 'mananchira', 'manmade', 'freshwater', 'pond', 'surrounding', 'astounded', 'complex', 'mananchira', 'square', 'pond', 'built', 'around', '14th', 'century', 'bathing', 'pool', 'feudal', 'ruler', 'kozhikode', 'zamorin', 'mana', 'vikrama', 'whereas', 'mananchira', 'square', 'opened', '1994', 'previously', 'square', 'known', 'manachira', 'maidan', 'famous', 'football']"
vellari mala,4.0,kozhikode,vellari mala located kozhikode scenic hill range known lush greenery stunning waterfalls formed kanjirapuzha tributary river chaliyar area offers excellent trekking opportunities rocky terrain meandering streams adding adventure,48,"['vellari', 'mala', 'located', 'kozhikode', 'scenic', 'hill', 'range', 'known', 'lush', 'greenery', 'stunning', 'waterfalls', 'formed', 'kanjirapuzha', 'tributary', 'river', 'chaliyar', 'area', 'offers', 'excellent', 'trekking', 'opportunities', 'rocky', 'terrain', 'meandering', 'streams', 'adding', 'adventure']"
matri dei cathedral,3.8,kozhikode,matri dei cathedral built roman style architecture one among older churches malabar traces back history 1513 ad houses 200year old portrait st mary also referred mother god cathedral,3,"['matri', 'dei', 'cathedral', 'built', 'roman', 'style', 'architecture', 'one', 'among', 'older', 'churches', 'malabar', 'traces', 'back', 'history', '1513', 'ad', 'houses', '200year', 'old', 'portrait', 'st', 'mary', 'also', 'referred', 'mother', 'god', 'cathedral']"
canoli canal,3.7,kozhikode,canoli canal also called elathur kallai canal commissioned former collector malabar r canolly construction completed year 1848 till 1950 remained busy trading port explore canal best facility boat ride frequently taken visitors,3,"['canoli', 'canal', 'also', 'called', 'elathur', 'kallai', 'canal', 'commissioned', 'former', 'collector', 'malabar', 'r', 'canolly', 'construction', 'completed', 'year', '1848', 'till', '1950', 'remained', 'busy', 'trading', 'port', 'explore', 'canal', 'best', 'facility', 'boat', 'ride', 'frequently', 'taken', 'visitors']"
krishna menon museum,3.9,kozhikode,krishna menon museum kozhikode dedicated vk krishna menon prominent indian leader diplomat museum showcases various artifacts personal belongings photographs highlight contributions indias freedom movement diplomatic history addition museum houses art gallery featuring impressive collection paintings sculptures,4,"['krishna', 'menon', 'museum', 'kozhikode', 'dedicated', 'vk', 'krishna', 'menon', 'prominent', 'indian', 'leader', 'diplomat', 'museum', 'showcases', 'various', 'artifacts', 'personal', 'belongings', 'photographs', 'highlight', 'contributions', 'indias', 'freedom', 'movement', 'diplomatic', 'history', 'addition', 'museum', 'houses', 'art', 'gallery', 'featuring', 'impressive', 'collection', 'paintings', 'sculptures']"
muchundi palli,4.0,kozhikode,muchundi palli 13th century mosque beautiful wooden carved ceilings double tiled roofs built unique temple style architecture mosque well known sheikh zainuddin makhdoom iis mosque author famous book tuhafat ul mujahideen mosque houses stone slab inscribed arabic earlier form malayalam depicts story zamorin king area,1,"['muchundi', 'palli', '13th', 'century', 'mosque', 'beautiful', 'wooden', 'carved', 'ceilings', 'double', 'tiled', 'roofs', 'built', 'unique', 'temple', 'style', 'architecture', 'mosque', 'well', 'known', 'sheikh', 'zainuddin', 'makhdoom', 'iis', 'mosque', 'author', 'famous', 'book', 'tuhafat', 'ul', 'mujahideen', 'mosque', 'houses', 'stone', 'slab', 'inscribed', 'arabic', 'earlier', 'form', 'malayalam', 'depicts', 'story', 'zamorin', 'king', 'area']"
varakkal temple,,kozhikode,located west hill town area varakkal temple 108th also last devi temple built lord parshuram legendary founder kerala common myth states lord parshuram ploughed area order make devi appear front,4,"['located', 'west', 'hill', 'town', 'area', 'varakkal', 'temple', '108th', 'also', 'last', 'devi', 'temple', 'built', 'lord', 'parshuram', 'legendary', 'founder', 'kerala', 'common', 'myth', 'states', 'lord', 'parshuram', 'ploughed', 'area', 'order', 'make', 'devi', 'appear', 'front']"
indian business museum,,kozhikode,inaugurated 2013 hrd minister pallam raju sprawling vast 23000 square feet indian business museum located kozhikode district kerala objective safeguard perpetuate rich business history india museum showcases business ordeals nation years,11,"['inaugurated', '2013', 'hrd', 'minister', 'pallam', 'raju', 'sprawling', 'vast', '23000', 'square', 'feet', 'indian', 'business', 'museum', 'located', 'kozhikode', 'district', 'kerala', 'objective', 'safeguard', 'perpetuate', 'rich', 'business', 'history', 'india', 'museum', 'showcases', 'business', 'ordeals', 'nation', 'years']"
crown theatre,,kozhikode,one oldest movie theatres calicut crown theatre situated town hall road manachira kozhikode theatre renovated better sound systems latest technologies twin theatre added movie one popular recreation spot among locals,1,"['one', 'oldest', 'movie', 'theatres', 'calicut', 'crown', 'theatre', 'situated', 'town', 'hall', 'road', 'manachira', 'kozhikode', 'theatre', 'renovated', 'better', 'sound', 'systems', 'latest', 'technologies', 'twin', 'theatre', 'added', 'movie', 'one', 'popular', 'recreation', 'spot', 'among', 'locals']"
