visit_places,rating,city_names,visit_place_summary
17. Raisen Fort,"3.0
 /5","38 km  from city center 
 
 17 out of 30 Places To Visit in Bhopal","Raisen Fort is a substantial historical edifice placed atop a hill enthralling a vast water reservoir, palaces and a few temples within the fort. Located in the city of Bhopal, the 800-year-old fort has nine gateways, fortifications, domes and the remains of several buildings from the early medieval period."
18. Rani Kamlapati Palace,"3.1
 /5","2 km  from city center 
 
 18 out of 30 Places To Visit in Bhopal","Rani Kamlapati Palace is the commemoration of the glorious past of Bhopal. The residence of Rani Kamlapati is a historical palace situated at the heart of the Kamla park. Rani Kamlapati Palace is a secular architecture of the 18th century built of Lakhauri bricks, cusped arches over crumpled pillars. The merlons are shaped as water lotuses honouring the name of the Queen."
19. Sanchi Stupa,"3.0
 /5","41 km  from city center 
 
 19 out of 30 Places To Visit in Bhopal","56 kms north-west of Bhopal city lies the historical architecture Sanchi Stupa, a UNESCO world heritage site since 1989. It’s home to the relics of Buddha and his followers. Built by the Mauryan emperor Ashoka in the 3rd century BCE; it is a remarkable specimen of Buddhist art and architecture. Sanchi’s uniqueness lies in the fact that Buddha isn’t represented by figures but through symbols."
20. Halali Dam & Reservoir,"3.0
 /5","27 km  from city center 
 
 20 out of 30 Places To Visit in Bhopal","Halali Dam is a lakeside reservoir built on the Halali River in Raisen. Formerly known as Thal River, the pristine lake is 47 km from Bhopal to Sanchi is Halali the tributary of Betwa river. The colossal dam is quite popular among locals of Bhopal as an excellent spot for picnic and boat rides."
21. Sardar Manzil,"3.0
 /5","2 km  from city center 
 
 21 out of 30 Places To Visit in Bhopal",Sardar Manzil occupies a place of eminence among the crowd of Islamic architecture in Bhopal. The red-brick structure is a hybrid of the western and Asian style of architecture designed by a descendant of the Bourbon Dynasty of France. The history of Sardar Manzil dates back to the era Nawabs rulers whose courtroom was this picturesque monument.
22. Yodhasthal,"3.0
 /5","7 km  from city center 
 
 22 out of 30 Places To Visit in Bhopal","Yodhasthal, the army museum in Bhopal a prominent 'Know your Army"" facility, is known for its exhibition of arms and ammunition used by defence forces. The museum provides engrossing knowledge about the victories and war stories of Indian Army."
23. Sair Sapata,"3.0
 /5","6 km  from city center 
 
 23 out of 30 Places To Visit in Bhopal","Sair Sapata is a significant entertainment zone, inaugurated on 29 September 2011. The tourism complex is predominantly a play park which is also a good leisure space for adults. Covering an area of 24.56 acres, Sair Sapata offers enjoyable activities like forest hiking, car dashing, zorbing and so on."
"24. Tribal Museum, Bhopal","3.0
 /5","4 km  from city center 
 
 24 out of 30 Places To Visit in Bhopal","Tribal Museum is a rich tapestry of exhaustive exhibits showcasing the tribal art and culture. It highlights various aspects of the tribes in Madhya Pradesh and Chattisgarh. The artistic displays are mesmerising as it creates awareness about the tribal rituals, customs, forms of worship and so on."
25. Madhai,,"4 km  from city center 
 
 25 out of 30 Places To Visit in Bhopal",Madhai is a quaint town located in the state of Madhya Pradesh. Madhai is serene and peaceful because of which this place becomes an ideal holiday destination to get away from the pell mell of the city. The place bubbling with flora and fauna. The lush greenery that wraps the whole place is mesmerizing.
26. Churna,,26 out of 30 Places To Visit in Bhopal,"Churna is a quiet village located in the state of Madhya Pradesh. Untouched by industrialization, this is an ideal place to enjoy some peaceful time amidst nature. This place is replete with natural beauty and houses a large number of flora and fauna. Churna with all its scenic beauty and pleasant aura will help you unwind and relax with your loved ones."
27. Crescent Water Park,,27 out of 30 Places To Visit in Bhopal,"Located 32 kms away from the city centre of Bhopal, Crescent Water Park is known to be the best in the city. With rain dance, water DJ, columbus rides, infinite pool, the park claims to be the one of its kind and very popular among both the localites and tourists."
28. People’s Mall Water Park,,"5 km  from city center 
 
 28 out of 30 Places To Visit in Bhopal","People's Mall Water Park, as the name suggest is a water park in the premises of People's Mall in Bhopal. Besides, the immaculately clean water park with several slides, the mall also has an amusement park with life size replicas of famous monuments from around the world."
29. Kanha Fun City,,"16 km  from city center 
 
 29 out of 30 Places To Visit in Bhopal","Inaugurated in 2000, Kanha Fun City Water Park is probably the most popular water park in Bhopal. Buzzing with activity all through the season, the park has an array of thrilling water rides, tube slides, roller coasters, rain dance, aqua disco arrangements etc."
30. Bori Wildlife Sanctuary,,"81 km  from city center 
 
 30 out of 30 Places To Visit in Bhopal","Located in the heart of the country, The Bori Wildlife Sanctuary in Itarsi near Bhopal is truly among the country's oldest and most diverse attractions."
1. Dhuandhar Falls,"4.2
 /5","15 km  from city center 
 
 1 out of 20 Places To Visit in Jabalpur","The Dhuandhar Falls, fall in Jabalpur district in the Indian state of Madhya Pradesh. The Falls are located on Narmada River in Bhedaghat and are 10 meter high. The Narmada River, makes its way through the world-famous Marble Rocks, narrows down and then plunges in a waterfall known as Dhuandhaar. The plunge, which creates a bouncing mass of mist, is so powerful that its roar is heard from a far distance. And the energy produced may be used in  Hydro-electric power plant."
2. Boat ride to Bhedaghat,"3.4
 /5","16 km  from city center 
 
 2 out of 20 Places To Visit in Jabalpur","From Panchvati Ghat to Bhedaghat, one can enjoy ride on a motorboat from the morning 7am to 7pm on a 22km path. The whole way is very picturesque."
3. Sea World Water Park,"3.4
 /5","11 km  from city center 
 
 3 out of 20 Places To Visit in Jabalpur","Only water park in Jabalpur, this is a fun water park for children and teenagers. The fees are around Rs.100 per person and the timings are around midday to 5pm."
4. Bhedaghat Marble Rocks,"3.5
 /5","16 km  from city center 
 
 4 out of 20 Places To Visit in Jabalpur","Situated 25 km away from the main city of Jabalpur on the banks of Narmada river, the marble rocks at Bhedaghat present a spectacular image to human eyes."
5. Madan Mahal Fort,"3.1
 /5","5 km  from city center 
 
 5 out of 20 Places To Visit in Jabalpur","Prettily nestled on the top of a rocky hill, the Madan Mahal Fort was built by Gond ruler, Raja Madan Shah in the year 1116 AD. This fort dominates the skyline and provides a panoramic view of the town and the country side around it."
6. Treasure Island,"3.1
 /5","6 km  from city center 
 
 6 out of 20 Places To Visit in Jabalpur","Located in Bhim Nagar, this mall is one of the most famous malls in Jabalpur and it caters to all kinds of shopping needs."
7. Cable Car across Dhuandhar Falls,"3.1
 /5","15 km  from city center 
 
 7 out of 20 Places To Visit in Jabalpur","To get from one side to another, there is a cable car which takes around Rs. 60 for a return trip. This ropeway gives a magnanimous view of this magnificent waterfalls."
8. Balancing Rock,"3.1
 /5","5 km  from city center 
 
 8 out of 20 Places To Visit in Jabalpur","The Balancing Rock formations of Jabalpur, which are basically eroded volcanic rock formations have also survived earthquakes of magnitude up to 6.5 on Richter scale. It is believed by the local people that nothing can disrupt the balance of these rocks."
9. Chausath Yogini Temple,"3.1
 /5",9 out of 20 Places To Visit in Jabalpur,"Located between the Bhedaghat and the Dhuandhar Falls, the Chausatyogini temple was built during the 10th century and is situated on the top of a hill rock."
10. Shopping in Jabalpur,"3.1
 /5","1 km  from city center 
 
 10 out of 20 Places To Visit in Jabalpur",Marble stone statues and souvenirs can be bought from Bhedaghat or some other souvenir shops inside the city. Otherwise Jabalpur is a modern city and there are multiple malls across the city to cater to all kinds of shopping needs.
11. Bargi Dam,,"25 km  from city center 
 
 11 out of 20 Places To Visit in Jabalpur","Bargi Dam is a massive dam constructed on the river Narmada near Jabalpur in Madhya Pradesh. Besides irrigation projects and power generation, the dam is also used for tourism purposes. The backwaters of the dam have been changed into a lake; boating and other water activities are practised there. A gorgeous resort has also been established at the site."
12. Rani Durgavati Museum,"3.1
 /5","2 km  from city center 
 
 12 out of 20 Places To Visit in Jabalpur","A museum having letters and photographs of Mahatma Gandhi and sculptures from Chausath Yogini Temple, this museum is located near the Russell Chowk. The museum's name is coming from Queen Durgavati and it houses a beautiful gallery of Adivasi culture and artifacts."
